"tstamp","name","laps","position","speed"
2018-10-23 23:35:35,"Runner's High",123,0.590792416490113,4.36622809915058
2018-10-23 23:35:35,"Psychokring",121,0.82832264484427,4.1874630412928
2018-10-23 23:35:35,"Farmaceutica",117,0.308740519830091,5.26041711481827
2018-10-23 23:35:35,"Politika",117,0.248568716396417,5.6328825549659
2018-10-23 23:35:35,"Run for Specials",70,1,3.06535172668462
2018-10-23 23:36:05,"Apolloon",163,0.608836843200977,6.47915533588286
2018-10-23 23:36:05,"VTK",162,0.455414324642013,6.25839333658846
2018-10-23 23:36:05,"Viva Ekonomika",156,0.5668378997251,6.26955107759409
2018-10-23 23:36:05,"LBK",154,0.78345745737599,6.20679181394372
2018-10-23 23:36:05,"Medica",152,0.92839607397365,5.93947127390947
2018-10-23 23:36:05,"Industria",148,0.767390993268052,6.18059342552556
2018-10-23 23:36:05,"Wina",140,0.109840950468881,5.53937421577297
2018-10-23 23:36:05,"Atmosphere",139,0.755457289056246,5.13924952076989
2018-10-23 23:36:05,"Lerkeveld",137,0.113148673323621,5.43578048149858
2018-10-23 23:36:05,"VRG Crimen",136,0.309731793068093,5.41062197387252
2018-10-23 23:36:05,"Tripel Hop",132,0.932473979924508,5.16937278743379
2018-10-23 23:36:05,"UCLL OKeR",130,0.806197368727186,5.67577509694335
2018-10-23 23:36:05,"Pedal",128,0.240052871515436,5.00029238110538
2018-10-23 23:36:05,"Runner's High",123,0.845135800906651,4.36622809915058
2018-10-23 23:36:05,"Psychokring",122,0.127445639032447,4.38616039172079
2018-10-23 23:36:05,"Politika",117,0.560435077274151,5.54407553976116
2018-10-23 23:36:05,"Farmaceutica",117,0.482378305952101,4.68600397854371
2018-10-23 23:36:05,"Run for Specials",71,0.0638458452454552,2.80431644361701
2018-10-23 23:36:36,"Apolloon",164,0.0200411249311767,6.61190220343112
2018-10-23 23:36:36,"VTK",162,0.811268878678345,6.12943053134808
2018-10-23 23:36:36,"Viva Ekonomika",157,0.000772254148163809,6.62851477173936
